id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_cons_lin,neval_cons_nln,neval_jcon,neval_jgrad,neval_jac,neval_jac_lin,neval_jac_nln,neval_jprod,neval_jprod_lin,neval_jprod_nln,neval_jtprod,neval_jtprod_lin,neval_jtprod_nln,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,avgβmax,avgsatβ
25,NZF1,988,0,0,first_order,339895.8865608058,2.6629998683929443,4038,0.7993517956669645,0.0,4039,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
32,arglina,1000,0,0,first_order,1000.0,5.003999948501587,19,5.145653575413496e-14,0.0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
33,arglinb,1000,0,0,first_order,1.78126549096988e12,6.960000038146973,31,2.519454230875671e15,0.0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
34,arglinc,1000,0,0,first_order,3.189514775668743e12,7.055000066757202,31,3.361254588521317e15,0.0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
35,arwhead,1000,0,0,first_order,4.944767053016719e-5,16.9760000705719,375,0.3672062265304891,0.0,376,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
36,bdqrtic,1000,0,0,first_order,3984.0293843160694,49.480000019073486,941,19.66011663255431,0.0,942,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
41,broydn7d,1000,0,0,first_order,182.11941020365367,16.740000009536743,3721,0.008800902913529156,0.0,3722,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
42,brybnd,1000,0,0,first_order,2.579816152127814e-6,1.1050000190734863,25,0.029375972889824693,0.0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
45,chainwoo,1000,0,0,first_order,3911.567908837908,0.5780000686645508,593,16.534510715624222,0.0,594,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46,chnrosnb,1000,0,0,max_time,525.3111902890575,60.001999855041504,37699,51.76414547949842,0.0,37700,37695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
49,clplatea,961,0,0,first_order,-0.011491944182292489,37.75399994850159,13138,7.101281624331376e-5,0.0,13139,13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
50,clplateb,961,0,0,first_order,-0.005295010022109869,22.822999954223633,8379,1.8659801079039358e-5,0.0,8380,8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
51,clplatec,961,0,0,max_time,-0.0008591793785251039,60.00099992752075,22663,0.18554137721534758,0.0,22664,22654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
53,cosine,1000,0,0,first_order,-991.3977552337909,3.6679999828338623,2070,0.002159498018761342,0.0,2071,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
54,cragglvy,1000,0,0,first_order,338.1672917766495,0.5469999313354492,178,7.006168725328754,0.0,179,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
55,curly,1000,0,0,max_time,-100291.75616365804,60.00200009346008,16866,91.20524080955754,0.0,16867,16859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
56,curly10,1000,0,0,max_time,-99798.37448165176,60.0699999332428,613,2809.3216648061816,0.0,614,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
57,curly20,1000,0,0,max_time,-99828.21718070314,60.040000200271606,603,5032.991609448295,0.0,604,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
58,curly30,1000,0,0,max_time,-99577.63558338457,60.12599992752075,589,4393.542127741071,0.0,590,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
59,dixmaane,999,0,0,first_order,1.0005316742962411,17.67799997329712,425,0.03572337362414644,0.0,426,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
60,dixmaanf,999,0,0,first_order,1.0002590695887303,17.283999919891357,427,0.0018123399484985207,0.0,428,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
61,dixmaang,999,0,0,first_order,1.0226000841746397,1.194000005722046,31,0.1891407704450939,0.0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
62,dixmaanh,999,0,0,first_order,1.0215498696598104,1.2309999465942383,33,0.26538570271796785,0.0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
63,dixmaani,999,0,0,max_time,1.00786472916818,60.026999950408936,1381,0.15812062579133218,0.0,1382,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
64,dixmaanj,999,0,0,first_order,1.0029554773340967,3.753000020980835,91,0.03686778179088521,0.0,92,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
65,dixmaank,999,0,0,first_order,1.0002905223688994,6.601999998092651,158,0.00864139240122186,0.0,159,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
66,dixmaanl,999,0,0,first_order,1.0133063116416468,1.5329999923706055,38,0.12670843204996948,0.0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
67,dixmaanm,999,0,0,first_order,1.044169686084265,25.641000032424927,282,0.022630334787538946,0.0,283,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
68,dixmaann,999,0,0,first_order,1.0035529703400723,23.56599998474121,261,0.04826418204158177,0.0,262,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
69,dixmaano,999,0,0,first_order,1.0153954970496875,10.206000089645386,113,0.04863846877805398,0.0,114,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
70,dixmaanp,999,0,0,first_order,1.072638024081468,3.5989999771118164,40,0.09006897874675657,0.0,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
71,dixon3dq,1000,0,0,max_time,0.004905944110075012,60.00099992752075,203604,0.011048505918974234,0.0,203605,203596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
72,dqdrtic,1000,0,0,first_order,0.06471459037616921,0.11500000953674316,152,3.701518404577858,0.0,153,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
73,dqrtic,1000,0,0,first_order,1.549182506132605e8,0.03899979591369629,22,1.068859702062055e6,0.0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
