id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_cons_lin,neval_cons_nln,neval_jcon,neval_jgrad,neval_jac,neval_jac_lin,neval_jac_nln,neval_jprod,neval_jprod_lin,neval_jprod_nln,neval_jtprod,neval_jtprod_lin,neval_jtprod_nln,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,avgβmax
25,NZF1,988,0,0,first_order,339895.88546232384,0.38700008392333984,657,0.3274913067491789,0.0,658,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.861576258352645
32,arglina,1000,0,0,first_order,1000.0000355520884,30.25,106,0.011925114512816245,0.0,107,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.7909154644296654
33,arglinb,1000,0,0,first_order,4.625804303001258e12,21.079999923706055,121,4.0600910597088145e15,0.0,122,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.45996600018969996
34,arglinc,1000,0,0,first_order,9.171958395490045e11,19.60699987411499,98,1.802478681394499e15,0.0,99,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.7022028724566906
35,arwhead,1000,0,0,first_order,0.005874162683776163,2.311000108718872,79,0.37599358736376637,0.0,80,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.49130140062899064
36,bdqrtic,1000,0,0,first_order,3986.7146028111633,3.8469998836517334,90,27.65228325179762,0.0,91,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.7807760772017305
41,broydn7d,1000,0,0,first_order,420.47369779789585,15.825999975204468,3684,0.011958619447586789,0.0,3685,3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.860575699930025
42,brybnd,1000,0,0,first_order,15.281648065005154,5.013999938964844,102,0.8391336651958939,0.0,103,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.7716433983067017
45,chainwoo,1000,0,0,first_order,19.125755247918725,0.12199997901916504,154,12.00507801516628,0.0,155,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.7837819321246186
46,chnrosnb,1000,0,0,first_order,0.6089254057968139,0.24000000953674316,176,1.18878720993432,0.0,177,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.844654844218976
49,clplatea,961,0,0,first_order,-0.011492404493948137,5.78600001335144,2200,0.00010198619438342644,0.0,2201,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8593786646011811
50,clplateb,961,0,0,first_order,-0.005295073103548053,3.1410000324249268,1190,6.681793120943418e-5,0.0,1191,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8589334435040935
51,clplatec,961,0,0,max_time,-0.0028417892726995244,60.003000020980835,22820,0.18238124468320416,0.0,22821,22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8583402280394596
53,cosine,1000,0,0,max_time,-997.9266467628546,60.00200009346008,44768,0.04758319227410747,0.0,44769,32695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8727827146707814
54,cragglvy,1000,0,0,first_order,337.37833913072893,0.24300003051757812,94,10.01367984760807,0.0,95,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.3401268998390036
