id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_cons_lin,neval_cons_nln,neval_jcon,neval_jgrad,neval_jac,neval_jac_lin,neval_jac_nln,neval_jprod,neval_jprod_lin,neval_jprod_nln,neval_jtprod,neval_jtprod_lin,neval_jtprod_nln,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,avgβmax,avgsatβ
25,NZF1,91,0,0,first_order,20945.065625406136,0.06999993324279785,4552,0.004841235071955307,0.0,4553,4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
32,arglina,100,0,0,first_order,100.00000000000003,0.03099989891052246,27,4.639652116993397e-15,0.0,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
33,arglinb,100,0,0,first_order,123249.61420085403,0.125,108,6.6931106835906e8,0.0,109,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
34,arglinc,100,0,0,first_order,1085.9078582458174,0.14299988746643066,120,5.952522159609186e7,0.0,121,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
35,arwhead,100,0,0,first_order,5.936151985963534e-6,0.13100004196166992,249,0.06856143558038273,0.0,250,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
36,bdqrtic,100,0,0,first_order,378.77104357251415,0.554999828338623,976,2.668616786000918,0.0,977,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
41,broydn7d,100,0,0,first_order,19.995697482885415,0.43899989128112793,6401,0.002962644425910714,0.0,6402,6394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
42,brybnd,100,0,0,first_order,3.475763328014126e-8,0.09600019454956055,131,0.003407133331416538,0.0,132,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
45,chainwoo,100,0,0,first_order,11.054930684518302,0.051999807357788086,2896,6.792591574410089,0.0,2897,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46,chnrosnb,100,0,0,first_order,0.00011723390133083937,0.3510000705718994,12692,0.4657138884316344,0.0,12693,12681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
49,clplatea,100,0,0,first_order,-0.00914521163866139,0.0410001277923584,1020,6.317607699707332e-5,0.0,1021,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
50,clplateb,100,0,0,first_order,-0.006200774371283658,0.04800009727478027,1221,5.139202868507835e-5,0.0,1222,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
51,clplatec,100,0,0,first_order,-0.005114050947087168,2.877000093460083,71659,7.799981851951117e-5,0.0,71660,71641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
53,cosine,100,0,0,first_order,-97.4821471642703,0.006999969482421875,313,0.0001822220873552574,0.0,314,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
54,cragglvy,100,0,0,first_order,34.506502623277406,0.06599998474121094,1485,0.3381677025136765,0.0,1486,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
