id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_cons_lin,neval_cons_nln,neval_jcon,neval_jgrad,neval_jac,neval_jac_lin,neval_jac_nln,neval_jprod,neval_jprod_lin,neval_jprod_nln,neval_jtprod,neval_jtprod_lin,neval_jtprod_nln,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,avgβmax,avgsatβ
25,NZF1,988,0,0,first_order,339895.88858383737,2.7279999256134033,4108,0.8644950368811136,0.0,4109,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
32,arglina,1000,0,0,first_order,1000.0000000000001,7.824000120162964,28,3.778522365316944e-14,0.0,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
33,arglinb,1000,0,0,first_order,1.7812654909735166e12,18.180999994277954,67,2.519454230878242e15,0.0,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
34,arglinc,1000,0,0,first_order,3.18951477569424e12,18.26699995994568,67,3.3612545885347535e15,0.0,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
35,arwhead,1000,0,0,first_order,4.43788755184471e-5,19.63699984550476,444,0.48009211422902387,0.0,445,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
36,bdqrtic,1000,0,0,max_time,3984.30680103469,60.008999824523926,1178,129.40600900011626,0.0,1179,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
41,broydn7d,1000,0,0,first_order,165.64386350246778,41.7279999256134,9196,0.011244258512771523,0.0,9197,9183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
42,brybnd,1000,0,0,first_order,9.925684573006724e-7,6.4100000858306885,114,0.018220217482168673,0.0,115,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
45,chainwoo,1000,0,0,first_order,32.52844227076833,0.6840000152587891,717,14.535702423755666,0.0,718,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
46,chnrosnb,1000,0,0,max_time,525.8656355970483,60.00099992752075,37566,51.76417129254575,0.0,37567,37558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
